sentence,label,label2
I do not give medical advice - period - I simply dont,5
 Doctor called early this afternoon and reported no tumors found,0
 When we marry we accept certain obligations and going solely by what I have read so far you have more than complied   It\'s wrong for your husband to be caught in this position and my heart truly goes out to him ,4
This is why I think it might be cirhossis  could the pills damage my liver,2
  Is it possible to have some help come in if you want to keep him at home,7,2
 Not that I dont think he has a lot of time left  God only knows  but maybe they can visit with him  while he is somewhat right in his mind and have good memories,7
Also  did they do an ultrasound to check for the blood flow in the hepatic arteries,8
 They even went through my old scar  so it\'s a pretty big incision 27 staples but at least it\'s not a whole new scar,3,1
 hubby is a long way from being dry but for the first time EVER  he is making an attempt to get on the right track and while he dosent need a round of applause for making that decision  medically  he should at least be able to know what is wrong and how much damage he has done and exactly what he is up against,0
 Millions of people with less problems have abused the system  Don\'t be ashamed,7
  That\'s why transplant patients cannot be around young children for awhile after transplant,8
 E is in my opinion to be admired by all   Who but her could manage to devote so much time and effort to the cause of Helping others and spend so much time defending one man all at once ,1
 I started drinking green tea two years ago  instead of coffee  and I drink a lot of spring water now,0
  He won\'t cooperate  keeps jacking up the bathroom heaters but won\'t drink enough fluid  won\'t give me his blood sugar numbers  won\'t do anything I ask him basically - and is treating me really  really badly,4,6
 In due course I think it would be worth asking what their plans are for treating the AIH in the medium to longer term,3
today I am feeling semi ok for the fist time since mid November  though totally exhausted from being basically in bed,0
 I will send an email to Dany and AIHer and see what they think aboutall this,8
 I feel that staying makes for a stronger community here,0,1
If you can't have a disagreement without getting upset and name calling please refrain from posting to the offending individual,5,6
  the total tx for 48 weeks was more than sovaldi tx,8
  However  if you live in a remote area  the chances of your getting into such a trial may be nil,4
I had people tell me  Wow  I don\'t know how you do what you do,0
 He should also be under the care of a liver specialist hepatologist,1
 who had an experience or question that I could answer,8
 Least should we forget balancing two children and a personal life ,7
 I tried treatment with that twice  and both times my white cell count dropped so low that I had to be taken off treatment,3
He found a doc in Miami who had recently moved from Mt,8
 It's important to remember to take care of yourself  too,1
Anyways glad that you are out of the hospital and feeling better,0
 It's true that if a person is doing fairly well  the ammonia--and thus the HE--may decrease,1,7
 This is something else the old GI doc said that my husband would not need  boy was he wrong,6
 I understand the majority of the report  but does the irregular contour signify anything in particular  or is this what you normally see in a cirrhotic patient,5
Hello to allI am very new to this issue and in the past 10 days have become caregiver to my sister-in-law who has end stage liver disease stage 3 but progressing to stage 4 quickly  hepatitis c stage 4  with issues with acitisis   varcicies  and just had a tips procedure done less than 2 weeks ago,4
  He\'s my best friend  and a really wonderful person when HE isn\'t rearing it\'s ugly head,4
Angie-I am glad that the B&B seems to be working well for you,0
  That should put downward pressure on Giliad also  don't you think,8
 they are also getting him on a list to see a psychologist as that will help with the mental health issues,1
 The other time did treatment  with the Inf and Riba  he felt worse and worse and his viral load was worst at 24 weeks than before he started,4,6
 If this is all we have to deal with then we are so so lucky,0
 They want her to just follow up next week with an ortho doc,1
com/Find your SIL a hepatologist to treat her  one connected with a liver transplant center is advised,7
and I did not know he had black tarry stools until he drifted in and out of consciousness,2
  New type of procedure - you can put weight on foot same day and hopefully in a shoe by a week to ten days,1
Oh yes  definitely shorter  shes back in  or at least going back into it,8
  He says he feels safe at the B & B  as it\'s like having a Dr,0
we have been dealing with his illness for almost 3 years and at this point looking for more information on a personal level than the doctors are providing,1,6
It must be awful to watch your husband continuing to drink,4,5
 We have finally come to realize that  when her bms are a little more runny  she is doing good  but when it starts getting firm  she starts getting sick It is weird how you can tell from someones bm,3
  Since he's been out his score went down to 18  3 weeks ago it was at 11,0
  But please don't take anything until the doctor clears it,2
 That is a good idea as I don't think the reviewer would complete the session,3
 getting to core of your blood count deficiencies  seems most important,7
  Try and keep your stress level as low as possible as it can cause all kinds of other issues,1
Thanks for all ya\'lls help and encouragement before I left  it really helped me not be as worried,0
 Psych not covered--but required by transplant unit,8
WifeofD - has your husband got any better in the last two weeks,7
 and do not ask for personal information from others,5
 I think I\'d be half welcome and you could end up the R,4
 I have been placed on iron after surgery  but I've neverneeded a transfusion,3,0
 And family means everything to me  so I\'m going to go all out,0,1
 From what I read here  Mick spends most days sleeping  at the beauty shop  indulging the kids and bothering you,0
 It is sad to say  but she is like a kid in a candy store anymore when it comes to things she shouldn't have,4,5
 It takes much faith and determination to get through the transplant,4
  I know that there is at least one AA message board,8
Connie  hope you are happy and close to done with your agenda,1
  She has become very strong in her own way  and for that I am proud of her,0
 But with all things considered  he manages to have more better days than bad days,0
 I do have another question aboutlabs - do those who are post transplant  find that their WBC's tend to be low,3
Discharge was to follow up with the GI/Hepatologist  and Nephrologist,8
Hi jadec14 and welcome Sorry aboutyour struggle with this stubborn infection,4
 So please do try to get out and do something to take your mind off everything for a few hours,7
You do what you gotta do in each situation that comes up,7
